"Document ChEMBL ID";"Journal";"Source ID";"Source Description";"Title";"PubMed ID";"DOI";"Patent ID";"Authors";"Year";"Volume";"Issue";"First Page";"Last Page";"Document Type";"Abstract";"Compounds";"Targets";"Activities";"ChEMBL Release";"ChEMBL Release Creation Date"
"CHEMBL4507324";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe SR-302";"";"10.6019/CHEMBL4507324";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: SR-302 was donated by SGC-Frankfurt. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/SR-302. Control: SR-301. References: 1. Röhm, Sandra, Benedict-Tilman Berger, Martin Schröder, Deep Chatterjee, Sebastian Mathea, Andreas C. Joerger, Daniel M. Pinkas, Joshua C. Bufton, Amelie Tjaden, Lohitesh Kovooru, Mark Kudolo, Christian Pohl, Alex N. Bullock, Susanne Müller, Stefan Laufer, and Stefan Knapp. 2021. ‘Development of a Selective Dual Discoidin Domain Receptor (DDR)/P38 Kinase Chemical Probe’. Journal of Medicinal Chemistry 64(18):13451–74. PMID: 34506142.";"2";"439";"999";"CHEMBL_28";"2021-01-15"
"CHEMBL4507329";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BTZO-1";"";"10.6019/CHEMBL4507329";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BTZO-1 was donated by Takeda. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BTZO-1. Control: BTZO-4. References: 1. Kimura, Haruhide, Yoshimi Sato, Yasukazu Tajima, Hirobumi Suzuki, Hiroshi Yukitake, Toshihiro Imaeda, Masahiro Kajino, Hideyuki Oki, Masayuki Takizawa, and Seiichi Tanida. 2010. ‘BTZO-1, a Cardioprotective Agent, Reveals That Macrophage Migration Inhibitory Factor Regulates ARE-Mediated Gene Expression’. Chemistry & Biology 17(12):1282–94. PMID: 21168764.";"2";"441";"1051";"CHEMBL_28";"2021-01-15"
"CHEMBL4507317";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BAY-899";"";"10.6019/CHEMBL4507317";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BAY-899 was donated by Bayer. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-899. Control: BAY-897. References: 1. Wortmann, Lars, Bernhard Lindenthal, Peter Muhn, Alexander Walter, Reinhard Nubbemeyer, Dieter Heldmann, Lothar Sobek, Federica Morandi, Anna K Schrey, Dieter Moosmayer, Judith Günther, Joachim Kuhnke, Marcus Koppitz, Ulrich Lücking, Ulrike Röhn, Martina Schäfer, Katrin Nowak-Reppel, Ronald Kühne, Hilmar Weinmann, and Gernot Langer. 2019. ‘Discovery of BAY-298 and BAY-899: Tetrahydro-1,6-Naphthyridine-Based, Potent, and Selective Antagonists of the Luteinizing Hormone Receptor Which Reduce Sex Hormone Levels in Vivo’. Journal of Medicinal Chemistry 62(22):10321–41. PMID: 31670515.";"2";"451";"1113";"CHEMBL_28";"2021-01-15"
"CHEMBL4507297";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe PF-04457845";"";"10.6019/CHEMBL4507297";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: PF-04457845 was donated by Pfizer. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/PF-04457845. Control: PF-04875474. References: 1. Ahn, Kay, Sarah E Smith, Marya B Liimatta, David Beidler, Nalini Sadagopan, David T Dudley, Tim Young, Paul Wren, Yanhua Zhang, Steven Swaney, Keri Van Becelaere, Jacqueline L Blankman, Daniel K Nomura, Shobha N Bhattachar, Cory Stiff, Tyzoon K Nomanbhoy, Eranthie Weerapana, Douglas S Johnson, and Benjamin F Cravatt. 2011. ‘Mechanistic and Pharmacological Characterization of PF-04457845: A Highly Potent and Selective Fatty Acid Amide Hydrolase Inhibitor That Reduces Inflammatory and Noninflammatory Pain’. The Journal of Pharmacology and Experimental Therapeutics 338(1):114–24. PMID: 21505060. 2. Johnson, Douglas S, Cory Stiff, Scott E Lazerwith, Suzanne R Kesten, Lorraine K Fay, Mark Morris, David Beidler, Marya B Liimatta, Sarah E Smith, David T Dudley, Nalini Sadagopan, Shobha N Bhattachar, Stephen J Kesten, Tyzoon K Nomanbhoy, Benjamin F Cravatt, and Kay Ahn. 2011. ‘Discovery of PF-04457845: A Highly Potent, Orally Bioavailable, and Selective Urea FAAH Inhibitor’. ACS Medicinal Chemistry Letters 2(2):91–96. PMID: 21666860.";"2";"470";"1129";"CHEMBL_28";"2021-01-15"
"CHEMBL4507288";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe MRK-560";"";"10.6019/CHEMBL4507288";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: MRK-560 was donated by MSD. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/MRK-560. Control: GSI-NC. References: 1. Churcher, Ian, Dirk Beher, Jonathan D Best, José L Castro, Earl E Clarke, Amy Gentry, Timothy Harrison, Laure Hitzel, Euan Kay, Sonia Kerrad, Huw D Lewis, Pablo Morentin-Gutierrez, Russell Mortishire-Smith, Paul J Oakley, Michael Reilly, Duncan E Shaw, Mark S Shearman, Martin R Teall, Susie Williams, and Jonathan D J Wrigley. 2006. ‘4-Substituted Cyclohexyl Sulfones as Potent, Orally Active γ-Secretase Inhibitors’. Bioorganic & Medicinal Chemistry Letters 16(2):280–84. PMID: 16275079 (Compound 32). 2. Best, Jonathan D, David W Smith, Michael A Reilly, Ruth O’Donnell, Huw D Lewis, Semantha Ellis, Neil Wilkie, Thomas W Rosahl, Philippe A Laroque, Christine Boussiquet-Leroux, Ian Churcher, John R Atack, Timothy Harrison, and Mark S Shearman. 2007. ‘The Novel Gamma Secretase Inhibitor N-[Cis-4-[(4-Chlorophenyl)Sulfonyl]-4-(2,5-Difluorophenyl)Cyclohexyl]-1,1,1-Trifluoromethanesulfonamide (MRK-560) Reduces Amyloid Plaque Deposition without Evidence of Notch-Related Pathology in the Tg2576 Mouse’. The Journal of Pharmacology and Experimental Therapeutics 320(2):552–58. PMID: 17099072 (Secondary paper). 3. Best, Jonathan D, Mark T Jay, Franklin Otu, Ian Churcher, Michael Reilly, Pablo Morentin-Gutierrez, Christine Pattison, Tim Harrison, Mark S Shearman, and John R Atack. 2006. ‘In Vivo Characterization of Abeta(40) Changes in Brain and Cerebrospinal Fluid Using the Novel Gamma-Secretase Inhibitor N-[Cis-4-[(4-Chlorophenyl)Sulfonyl]-4-(2,5-Difluorophenyl)Cyclohexyl]-1,1,1-Trifluoromethanesulfonamide (MRK-560) in the Rat’. The Journal of Pharmacology and Experimental Therapeutics 317(2):786–90. PMID: 16443723 (Secondary paper).";"2";"440";"606";"CHEMBL_28";"2021-01-15"
"CHEMBL4507309";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe UCSF924";"";"10.6019/CHEMBL4507309";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: UCSF924 was donated by UCSF, UNC, Stanford U.. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/UCSF924. Control: UCSF924NC. References: 1. Wang, Sheng, Daniel Wacker, Anat Levit, Tao Che, Robin M Betz, John D McCorvy, A J Venkatakrishnan, Xi-Ping Huang, Ron O Dror, Brian K Shoichet, and Bryan L Roth. 2017. ‘D4 Dopamine Receptor High-Resolution Structures Enable the Discovery of Selective Agonists’. Science (New York, N.Y.) 358(6361):381–86. PMID: 29051383 (Compound 9-6-24).";"2";"324";"464";"CHEMBL_28";"2021-01-15"
"CHEMBL4507283";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BI-1935";"";"10.6019/CHEMBL4507283";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BI-1935 was donated by Boehringer Ingelheim. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI-1935. Control: BI-2049. References: 1. Lo, Ho Yin, Chuk C Man, Roman W Fleck, Neil A Farrow, Richard H Ingraham, Alison Kukulka, John R Proudfoot, Raj Betageri, Tom Kirrane, Usha Patel, Rajiv Sharma, Mary Ann Hoermann, Alisa Kabcenell, and Stéphane De Lombaert. 2010. ‘Substituted Pyrazoles as Novel SEH Antagonist: Investigation of Key Binding Interactions within the Catalytic Domain’. Bioorganic & Medicinal Chemistry Letters 20(22):6379–83. PMID: 20934334 (Related compounds).";"2";"489";"640";"CHEMBL_28";"2021-01-15"
"CHEMBL4507326";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe TP-030-2";"";"10.6019/CHEMBL4507326";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: TP-030-2 was donated by Takeda. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/TP-030-2. Control: TP-030n. References: 1. Yoshikawa, Masato, Morihisa Saitoh, Taisuke Katoh, Tomohiro Seki, Simone V. Bigi, Yuji Shimizu, Tsuyoshi Ishii, Takuro Okai, Masako Kuno, Harumi Hattori, Etsuro Watanabe, Kumar S. Saikatendu, Hua Zou, Masanori Nakakariya, Takayuki Tatamiya, Yoshihisa Nakada, and Takatoshi Yogo. 2018. ‘Discovery of 7-Oxo-2,4,5,7-Tetrahydro-6 H-Pyrazolo[3,4- c]Pyridine Derivatives as Potent, Orally Available, and Brain-Penetrating Receptor Interacting Protein 1 (RIP1) Kinase Inhibitors: Analysis of Structure-Kinetic Relationships’. Journal of Medicinal Chemistry 61(6):2384–2409. PMID: 29485864 (Compound 60).";"1";"362";"419";"CHEMBL_28";"2021-01-15"
"CHEMBL4507306";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe KISS1-305";"";"10.6019/CHEMBL4507306";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: KISS1-305 was donated by Takeda. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/KISS1-305. Control: KISS1-543. References: 1. Asami, Taiji, Naoki Nishizawa, Hisanori Matsui, Kimiko Nishibori, Yoshihiro Ishibashi, Yasuko Horikoshi, Masaharu Nakayama, Shin-ichi Matsumoto, Naoki Tarui, Masashi Yamaguchi, Hirokazu Matsumoto, Tetsuya Ohtaki, and Chieko Kitada. 2013. ‘Design, Synthesis, and Biological Evaluation of Novel Investigational Nonapeptide KISS1R Agonists with Testosterone-Suppressive Activity’. Journal of Medicinal Chemistry 56(21):8298–8307. PMID: 24047141 (Compound 26). 2. Matsui, Hisanori and Taiji Asami. 2014. ‘Effects and Therapeutic Potentials of Kisspeptin Analogs: Regulation of the Hypothalamic-Pituitary-Gonadal Axis’. Neuroendocrinology 99(1):49–60. PMID: 24356680 (Secondary paper). 3. Matsui, Hisanori, Akira Tanaka, Kotaro Yokoyama, Yoshihiro Takatsu, Kaori Ishikawa, Taiji Asami, Naoki Nishizawa, Atsuko Suzuki, Satoshi Kumano, Michiko Terada, Masami Kusaka, Chieko Kitada, and Tetsuya Ohtaki. 2012. ‘Chronic Administration of the Metastin/Kisspeptin Analog KISS1-305 or the Investigational Agent TAK-448 Suppresses Hypothalamic Pituitary Gonadal Function and Depletes Plasma Testosterone in Adult Male Rats’. Endocrinology 153(11):5297–5308. PMID: 23027808 (Secondary paper).";"2";"45";"95";"CHEMBL_28";"2021-01-15"
"CHEMBL4507278";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BI 639667";"";"10.6019/CHEMBL4507278";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BI 639667 was donated by Boehringer Ingelheim. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI%20639667. Control: BI-9307. References: 1. Harcken, Christian, Daniel Kuzmich, Brain Cook, Can Mao, Darren Disalvo, Hossein Razavi, Alan Swinamer, Pingrong Liu, Qiang Zhang, Alison Kukulka, Donna Skow, Mita Patel, Monica Patel, Kimberly Fletcher, Tara Sherry, David Joseph, Dustin Smith, Melissa Canfield, Donald Souza, Matthew Bogdanffy, Karen Berg, and Maryanne Brown. 2019. ‘Identification of Novel Azaindazole CCR1 Antagonist Clinical Candidates’. Bioorganic & Medicinal Chemistry Letters 29(3):441–48. doi: 10.1016/j.bmcl.2018.12.024. PMID: 30595446 (Compound 19n). 2. Jermain, Scott V., Michael B. Lowinger, Daniel J. Ellenberger, Dave A. Miller, Yongchao Su, and Robert O. Williams. 2020. ‘In Vitro and In Vivo Behaviors of KinetiSol and Spray-Dried Amorphous Solid Dispersions of a Weakly Basic Drug and Ionic Polymer†’. Molecular Pharmaceutics 17(8):2789–2808. PMID: 32520562.";"2";"479";"1107";"CHEMBL_28";"2021-01-15"
"CHEMBL4507314";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe FS-694";"";"10.6019/CHEMBL4507314";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: FS-694 was donated by Uni Tübingen/ SGC FFM. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/FS-694. Control: FM-743. References: 1. Fischer, Stefan, Heike K Wentsch, Svenja C Mayer-Wrangowski, Markus Zimmermann, Silke M Bauer, Kirsten Storch, Raimund Niess, Solveigh C Koeberle, Christian Grütter, Frank M Boeckler, Daniel Rauh, and Stefan A Laufer. 2013. ‘Dibenzosuberones as P38 Mitogen-Activated Protein Kinase Inhibitors with Low ATP Competitiveness and Outstanding Whole Blood Activity’. Journal of Medicinal Chemistry 56(1):241–53. PMID: 23270382 (Compound 16u). 2. Wentsch, Heike K, Niklas M Walter, Mike Bührmann, Svenja Mayer-Wrangowski, Daniel Rauh, Guido J R Zaman, Nicole Willemsen-Seegers, Rogier C Buijsman, Melanie Henning, Daniel Dauch, Lars Zender, and Stefan Laufer. 2017. ‘Optimized Target Residence Time: Type I1/2 Inhibitors for P38α MAP Kinase with Improved Binding Kinetics through Direct Interaction with the R-Spine’. Angewandte Chemie (International Ed. in English) 56(19):5363–67. PMID: 28397331 (Compound 2). 3. Walter, Niklas M, Heike K Wentsch, Mike Bührmann, Silke M Bauer, Eva Döring, Svenja Mayer-Wrangowski, Adrian Sievers-Engler, Nicole Willemsen-Seegers, Guido Zaman, Rogier Buijsman, Michael Lämmerhofer, Daniel Rauh, and Stefan A Laufer. 2017. ‘Design, Synthesis, and Biological Evaluation of Novel Type I1/2 P38α MAP Kinase Inhibitors with Excellent Selectivity, High Potency, and Prolonged Target Residence Time by Interfering with the R-Spine’. Journal of Medicinal Chemistry 60(19):8027–54. PMID: 28834431 (Compound 8b).";"2";"4";"7";"CHEMBL_28";"2021-01-15"
"CHEMBL4800731";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe JNJ-65355394";"";"10.6019/CHEMBL4800731";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: JNJ-65355394 was donated by Janssen. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/JNJ-65355394. Control: JNJ-73924149. References: not published";"2";"70";"160";"CHEMBL_30";"2022-02-22"
"CHEMBL4800727";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe JNJ-42396302";"";"10.6019/CHEMBL4800727";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: JNJ-42396302 was donated by Janssen. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/JNJ-42396302. Control: JNJ-40573663. References: not published";"2";"295";"410";"CHEMBL_30";"2022-02-22"
"CHEMBL5598561";"";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"ASAP - In vitro binding kinetics";"";"10.6019/CHEMBL5598561";"";"ASAP Discovery Consortium";"2024";"";"";"";"";"DATASET";"According to the assay cascade defined by the AI-driven Structure-enabled Antiviral Platform (ASAP, https://asapdiscovery.org) which contains assays and progression criteria used by the drug discovery program, this dataset includes binding kinetics data.";"377";"1";"1422";"CHEMBL_36";"2025-07-28"
"CHEMBL5442175";"";"55";"EUbOPEN Chemogenomic Library";"EUbOPEN Chemogenomics Library - PDSP Secondary Binding";"";"10.6019/CHEMBL5442175";"";"EUbOPEN";"2024";"";"";"";"";"DATASET";"In a secondary binding assay, the ability of a test compound to compete with radioligand for binding to a receptor is measured. Total binding and non-specific binding are determined in the absence and present of the appropriate reference compound by radioligand competition. Compounds with higher than 50% of inhibition are carried forward for secondary binding assay to determine equilibrium binding affinity.";"161";"43";"1217";"CHEMBL_35";"2024-12-01"
"CHEMBL5442663";"";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"ASAP - Solubility";"";"10.6019/CHEMBL5442663";"";"ASAP Discovery Consortium";"2024";"";"";"";"";"DATASET";"According to the assay cascade defined by the AI-driven Structure-enabled Antiviral Platform (ASAP, https://asapdiscovery.org) which contains assays and progression criteria used by the drug discovery program, this dataset includes solubility data.";"85";"1";"112";"CHEMBL_35";"2024-12-01"
